State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Arunachal Pradesh,2019,2,East Siang,7319,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2019,2,Changlang,6884,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2019,2,Tawang,5908,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2019,2,Lohit,5485,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,2,Namsai,3914,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2019,2,West Siang,3393,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,2,Lower Dibang Valley,2842,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2019,2,Tirap,2697,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,3,Papum Pare,38845,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,3,West Kameng,11186,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2019,3,East Siang,8571,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2019,3,Changlang,8145,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2019,3,Tawang,6553,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2019,3,Lohit,6421,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,3,Namsai,4563,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2019,3,West Siang,4101,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,3,Lower Dibang Valley,3398,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2019,3,Tirap,3099,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,4,Papum Pare,44746,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,4,West Kameng,12562,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2019,4,East Siang,9859,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2019,4,Changlang,9662,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2019,4,Lohit,7386,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,4,Tawang,7303,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2019,4,Namsai,5190,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2019,4,West Siang,4773,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,4,Lower Dibang Valley,3944,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2019,4,Tirap,3605,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2020,1,Papum Pare,51342,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2020,1,West Kameng,13983,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2020,1,East Siang,11298,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2020,1,Changlang,11262,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2020,1,Lohit,8454,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2020,1,Tawang,8048,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,1,Namsai,6029,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,1,West Siang,5757,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2020,1,Lower Dibang Valley,4650,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2020,1,Lower Subansiri,4351,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2020,2,Papum Pare,59968,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2020,2,West Kameng,15766,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2020,2,Changlang,14036,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2020,2,East Siang,13601,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2020,2,Lohit,10154,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2020,2,Tawang,8993,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,2,Namsai,7426,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,2,West Siang,7239,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2020,2,Lower Dibang Valley,5782,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2020,2,Lower Subansiri,5392,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2020,3,Papum Pare,69419,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2020,3,West Kameng,17636,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2020,3,Changlang,16385,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2020,3,East Siang,15921,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2020,3,Lohit,11755,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2020,3,Tawang,9944,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,3,West Siang,8623,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2020,3,Namsai,8553,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,3,Lower Dibang Valley,6799,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2020,3,Lower Subansiri,6456,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2020,4,Papum Pare,77936,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2020,4,West Kameng,19464,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2020,4,Changlang,18203,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2020,4,East Siang,17822,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2020,4,Lohit,13126,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2020,4,Tawang,10909,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,4,West Siang,9911,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2020,4,Namsai,9437,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2020,4,Lower Dibang Valley,7693,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2020,4,Lower Subansiri,7388,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2021,1,Papum Pare,84715,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2021,1,West Kameng,21027,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2021,1,Changlang,19716,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2021,1,East Siang,19342,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2021,1,Lohit,14231,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2021,1,Tawang,11778,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,1,West Siang,10836,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2021,1,Namsai,10242,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,1,Lower Dibang Valley,8402,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2021,1,Lower Subansiri,8044,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2021,2,Papum Pare,90871,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2021,2,West Kameng,22625,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2021,2,Changlang,21404,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2021,2,East Siang,20817,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2021,2,Lohit,15360,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2021,2,Tawang,12636,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,2,West Siang,11657,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2021,2,Namsai,11111,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,2,Lower Dibang Valley,9094,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2021,2,Lower Subansiri,8685,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2021,3,Papum Pare,97854,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2021,3,West Kameng,24489,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2021,3,Changlang,23328,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2021,3,East Siang,22538,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2021,3,Lohit,16680,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2021,3,Tawang,13650,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,3,West Siang,12616,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2021,3,Namsai,12140,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,3,Lower Dibang Valley,9920,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2021,3,Lower Subansiri,9451,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2021,4,Papum Pare,104806,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2021,4,West Kameng,26237,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2021,4,Changlang,25155,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2021,4,East Siang,24208,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2021,4,Lohit,17980,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2021,4,Tawang,14665,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,4,West Siang,13555,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2021,4,Namsai,13092,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2021,4,Lower Dibang Valley,10679,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2021,4,Lower Subansiri,10187,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2022,1,Papum Pare,111271,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2022,1,West Kameng,27860,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2022,1,Changlang,26904,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2022,1,East Siang,25763,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2022,1,Lohit,19214,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2022,1,Tawang,15589,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,1,West Siang,14420,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2022,1,Namsai,14054,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,1,Lower Dibang Valley,11401,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2022,1,Lower Subansiri,10854,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2022,2,Papum Pare,117568,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2022,2,West Kameng,29424,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2022,2,Changlang,28495,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2022,2,East Siang,27240,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2022,2,Lohit,20325,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2022,2,Tawang,16475,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,2,West Siang,15231,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2022,2,Namsai,14887,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,2,Lower Dibang Valley,12040,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2022,2,Lower Subansiri,11479,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2022,3,Papum Pare,124095,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2022,3,West Kameng,30964,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2022,3,Changlang,29965,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2022,3,East Siang,28698,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2022,3,Lohit,21385,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2022,3,Tawang,17281,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,3,West Siang,16063,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2022,3,Namsai,15642,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,3,Lower Dibang Valley,12668,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2022,3,Lower Subansiri,12085,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2022,4,Papum Pare,130306,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2022,4,West Kameng,32237,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2022,4,Changlang,31196,27.272007,96.06552596101916,North-Eastern Region
Arunachal Pradesh,2022,4,East Siang,30033,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2022,4,Lohit,22359,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2022,4,Tawang,18003,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,4,West Siang,16816,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2022,4,Namsai,16322,27.6741942,91.93620587613825,North-Eastern Region
Arunachal Pradesh,2022,4,Lower Dibang Valley,13188,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2022,4,Lower Subansiri,12630,27.8,93.6,North-Eastern Region
Assam,2018,1,Kamrup Metropolitan,87336,26.75,92.5,North-Eastern Region
Assam,2018,1,Dibrugarh,21182,27.4881672,95.3623358,North-Eastern Region
Assam,2018,1,Barpeta,20485,24.6827307,92.5622753,North-Eastern Region
Assam,2018,1,Nagaon,19619,27.4881672,95.3623358,North-Eastern Region
Assam,2018,1,Cachar,19567,25.083333,92.916667,North-Eastern Region
Assam,2018,1,Sonitpur,18986,26.70472375,92.04215071409465,North-Eastern Region
Assam,2018,1,Jorhat,16442,26.7586112,94.20640848109768,North-Eastern Region
Assam,2018,1,Tinsukia,15998,27.5971709,95.566852920138,North-Eastern Region
Assam,2018,1,Kamrup,15241,26.2074223,91.6771799,North-Eastern Region
Assam,2018,1,Dhubri,11421,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2018,2,Kamrup Metropolitan,124720,26.75,92.5,North-Eastern Region
Assam,2018,2,Dibrugarh,30527,27.4881672,95.3623358,North-Eastern Region
Assam,2018,2,Barpeta,29882,24.6827307,92.5622753,North-Eastern Region
Assam,2018,2,Nagaon,29412,27.4881672,95.3623358,North-Eastern Region
Assam,2018,2,Cachar,29381,25.083333,92.916667,North-Eastern Region
Assam,2018,2,Sonitpur,28409,26.70472375,92.04215071409465,North-Eastern Region
Assam,2018,2,Tinsukia,23900,27.5971709,95.566852920138,North-Eastern Region
Assam,2018,2,Jorhat,23683,26.7586112,94.20640848109768,North-Eastern Region
Assam,2018,2,Kamrup,23595,26.2074223,91.6771799,North-Eastern Region
Assam,2018,2,Dhubri,16701,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2018,3,Kamrup Metropolitan,164101,26.75,92.5,North-Eastern Region
Assam,2018,3,Barpeta,41158,24.6827307,92.5622753,North-Eastern Region
Assam,2018,3,Cachar,40888,25.083333,92.916667,North-Eastern Region
Assam,2018,3,Dibrugarh,40711,27.4881672,95.3623358,North-Eastern Region
Assam,2018,3,Nagaon,40687,27.4881672,95.3623358,North-Eastern Region
Assam,2018,3,Sonitpur,38797,26.70472375,92.04215071409465,North-Eastern Region
Assam,2018,3,Kamrup,33197,26.2074223,91.6771799,North-Eastern Region
Assam,2018,3,Tinsukia,32870,27.5971709,95.566852920138,North-Eastern Region
Assam,2018,3,Jorhat,32134,26.7586112,94.20640848109768,North-Eastern Region
Assam,2018,3,Dhubri,22705,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2018,4,Kamrup Metropolitan,214212,26.75,92.5,North-Eastern Region
Assam,2018,4,Barpeta,55068,24.6827307,92.5622753,North-Eastern Region
Assam,2018,4,Nagaon,54395,27.4881672,95.3623358,North-Eastern Region
Assam,2018,4,Cachar,53209,25.083333,92.916667,North-Eastern Region
Assam,2018,4,Dibrugarh,52539,27.4881672,95.3623358,North-Eastern Region
Assam,2018,4,Sonitpur,51420,26.70472375,92.04215071409465,North-Eastern Region
Assam,2018,4,Kamrup,44868,26.2074223,91.6771799,North-Eastern Region
Assam,2018,4,Tinsukia,42624,27.5971709,95.566852920138,North-Eastern Region
Assam,2018,4,Jorhat,41100,26.7586112,94.20640848109768,North-Eastern Region
Assam,2018,4,Dhubri,30132,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,1,Kamrup Metropolitan,255112,26.75,92.5,North-Eastern Region
Assam,2019,1,Barpeta,67729,24.6827307,92.5622753,North-Eastern Region
Assam,2019,1,Nagaon,66306,27.4881672,95.3623358,North-Eastern Region
Assam,2019,1,Cachar,64241,25.083333,92.916667,North-Eastern Region
Assam,2019,1,Dibrugarh,62656,27.4881672,95.3623358,North-Eastern Region
Assam,2019,1,Sonitpur,62218,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,1,Kamrup,54910,26.2074223,91.6771799,North-Eastern Region
Assam,2019,1,Tinsukia,51108,27.5971709,95.566852920138,North-Eastern Region
Assam,2019,1,Jorhat,48594,26.7586112,94.20640848109768,North-Eastern Region
Assam,2019,1,Dhubri,36652,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,2,Kamrup Metropolitan,299219,26.75,92.5,North-Eastern Region
Assam,2019,2,Barpeta,80544,24.6827307,92.5622753,North-Eastern Region
Assam,2019,2,Nagaon,79322,27.4881672,95.3623358,North-Eastern Region
Assam,2019,2,Cachar,76533,25.083333,92.916667,North-Eastern Region
Assam,2019,2,Dibrugarh,74342,27.4881672,95.3623358,North-Eastern Region
Assam,2019,2,Sonitpur,73717,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Kamrup,65883,26.2074223,91.6771799,North-Eastern Region
Assam,2019,2,Tinsukia,60548,27.5971709,95.566852920138,North-Eastern Region
Assam,2019,2,Jorhat,56713,26.7586112,94.20640848109768,North-Eastern Region
Assam,2019,2,Dhubri,43396,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,3,Kamrup Metropolitan,340588,26.75,92.5,North-Eastern Region
Assam,2019,3,Nagaon,100993,27.4881672,95.3623358,North-Eastern Region
Assam,2019,3,Barpeta,92001,24.6827307,92.5622753,North-Eastern Region
Assam,2019,3,Cachar,88048,25.083333,92.916667,North-Eastern Region
Assam,2019,3,Dibrugarh,84029,27.4881672,95.3623358,North-Eastern Region
Assam,2019,3,Sonitpur,83930,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Kamrup,75174,26.2074223,91.6771799,North-Eastern Region
Assam,2019,3,Tinsukia,68999,27.5971709,95.566852920138,North-Eastern Region
Assam,2019,3,Jorhat,63858,26.7586112,94.20640848109768,North-Eastern Region
Assam,2019,3,Dhubri,48953,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,4,Kamrup Metropolitan,373761,26.75,92.5,North-Eastern Region
Assam,2019,4,Nagaon,114296,27.4881672,95.3623358,North-Eastern Region
Assam,2019,4,Barpeta,103248,24.6827307,92.5622753,North-Eastern Region
Assam,2019,4,Cachar,98890,25.083333,92.916667,North-Eastern Region
Assam,2019,4,Sonitpur,93662,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Dibrugarh,93614,27.4881672,95.3623358,North-Eastern Region
Assam,2019,4,Kamrup,84609,26.2074223,91.6771799,North-Eastern Region
Assam,2019,4,Tinsukia,76944,27.5971709,95.566852920138,North-Eastern Region
